Ndex	Pokémon		HP	Atk	Def	SpAtk	spDef	Speed	Prom
582	Vanillite 	36	50	50	65	60	44	50,83
583	Vanillish 	51	65	65	80	75	59	65,83
584	Vanilluxe 	71	95	85	110	95	79	89,17
585	Deerling 	60	60	50	40	50	75	55,83
586	Sawsbuck 	80	100	70	60	70	95	79,17
587	Emolga 	55	75	60	75	60	103	71,33
588	Karrablast 	50	75	45	40	45	60	52,5
589	Escavalier 	70	135	105	60	105	20	82,5
590	Foongus 	69	55	45	55	55	15	49
591	Amoonguss 	114	85	70	85	80	30	77,33
592	Frillish 	55	40	50	65	85	40	55,83
593	Jellicent 	100	60	70	85	105	60	80
594	Alomomola 	165	75	80	40	45	65	78,33
595	Joltik 	50	47	50	57	50	65	53,17
596	Galvantula 	70	77	60	97	60	108	78,67
597	Ferroseed 	44	50	91	24	86	10	50,83
598	Ferrothorn 	74	94	131	54	116	20	81,5
599	Klink 	40	55	70	45	60	30	50
600	Klang 	60	80	95	70	85	50	73,33
601	Klinklang 	60	100	115	70	85	90	86,67
602	Tynamo 	35	55	40	45	40	60	45,83
603	Eelektrik 	65	85	70	75	70	40	67,5
604	Eelektross 	85	115	80	105	80	50	85,83
605	Elgyem 	55	55	55	85	55	30	55,83
606	Beheeyem 	75	75	75	125	95	40	80,83
607	Litwick 	50	30	55	65	55	20	45,83
608	Lampent 	60	40	60	95	60	55	61,67
609	Chandelure 	60	55	90	145	90	80	86,67
610	Axew 	46	87	60	30	40	57	53,33
611	Fraxure 	66	117	70	40	50	67	68,33
612	Haxorus 	76	147	90	60	70	97	90
613	Cubchoo 	55	70	40	60	40	40	50,83
614	Beartic 	95	110	80	70	80	50	80,83
615	Cryogonal 	70	50	30	95	135	105	80,83
616	Shelmet 	50	40	85	40	65	25	50,83
617	Accelgor 	80	70	40	100	60	145	82,5
618	Stunfisk 	109	66	84	81	99	32	78,5
619	Mienfoo 	45	85	50	55	50	65	58,33
620	Mienshao 	65	125	60	95	60	105	85
621	Druddigon 	77	120	90	60	90	48	80,83
622	Golett 	59	74	50	35	50	35	50,5
623	Golurk 	89	124	80	55	80	55	80,5
624	Pawniard 	45	85	70	40	40	60	56,67
625	Bisharp 	65	125	100	60	70	70	81,67
626	Bouffalant 	95	110	95	40	95	55	81,67
627	Rufflet 	70	83	50	37	50	60	58,33
628	Braviary 	100	123	75	57	75	80	85
629	Vullaby 	70	55	75	45	65	60	61,67
630	Mandibuzz 	110	65	105	55	95	80	85
631	Heatmor 	85	97	66	105	66	65	80,67
632	Durant 	58	109	112	48	48	109	80,67
633	Deino 	52	65	50	45	50	38	50
634	Zweilous 	72	85	70	65	70	58	70
635	Hydreigon 	92	105	90	125	90	98	100
636	Larvesta 	55	85	55	50	55	60	60
637	Volcarona 	85	60	65	135	105	100	91,67
638	Cobalion 	91	90	129	90	72	108	96,67
639	Terrakion 	91	129	90	72	90	108	96,67
640	Virizion 	91	90	72	90	129	108	96,67
641	Tornadus 	79	115	70	125	80	111	96,67
642	Thundurus 	79	115	70	125	80	111	96,67
643	Reshiram 	100	120	100	150	120	90	113,33
644	Zekrom 	100	150	120	120	100	90	113,33
645	Landorus 	89	125	90	115	80	101	100
646	Kyurem 	125	130	90	130	90	95	110
647	Keldeo 	91	72	90	129	90	108	96,67
648	Meloetta 	100	77	77	128	128	90	100
649	Genesect 	71	120	95	120	95	99	100
650	Chespin 	56	61	65	48	45	38	52.17
651	Quilladin 	61	78	95	56	58	57	67.5
652	Chesnaught 	88	107	122	74	75	64	88.33
653	Fennekin 	40	45	40	62	60	60	51.17
654	Braixen 	59	59	58	90	70	73	68.17
655	Delphox 	75	69	72	114	100	104	89
656	Froakie 	41	56	40	62	44	71	52.33
657	Frogadier 	54	63	52	83	56	97	67.5
658	Greninja 	72	95	67	103	71	122	88.33
659	Bunnelby 	38	36	38	32	36	57	39.5
660	Diggersby 	85	56	77	50	77	78	70.5
661	Fletchling 	45	50	43	40	38	62	46.33
662	Fletchinder 	62	73	55	56	52	84	63.67
663	Talonflame 	78	81	71	74	69	126	83.17
664	Scatterbug 	38	35	40	27	25	35	33.33
665	Spewpa 	45	22	60	27	30	29	35.5
666	Vivillon 	80	52	50	90	50	89	68.5
667	Litleo 	62	50	58	73	54	72	61.5
668	Pyroar 	86	68	72	109	66	106	84.5
669	Flabébé 	44	38	39	61	79	42	50.5
670	Floette 	54	45	47	75	98	52	61.83
671	Florges 	78	65	68	112	154	75	92
672	Skiddo 	66	65	48	62	57	52	58.33
673	Gogoat 	123	100	62	97	81	68	88.5
674	Pancham 	67	82	62	46	48	43	58
675	Pangoro 	95	124	78	69	71	58	82.5
676	Furfrou 	75	80	60	65	90	102	78.67
677	Espurr 	62	48	54	63	60	68	59.17
678	Meowstic 	74	48	76	83	81	104	77.67
679	Honedge 	45	80	100	35	37	28	54.17
680	Doublade 	59	110	150	45	49	35	74.67
681	Aegislash	60	150	50	150	50	60	86.67
682	Spritzee 	78	52	60	63	65	23	56.83
683	Aromatisse 	101	72	72	99	89	29	77
684	Swirlix 	62	48	66	59	57	49	56.83
685	Slurpuff 	82	80	86	85	75	72	80
686	Inkay 	53	54	53	37	46	45	48
687	Malamar 	86	92	88	68	75	73	80.33
688	Binacle 	42	52	67	39	56	50	51
689	Barbaracle 	72	105	115	54	86	68	83.33
690	Skrelp 	50	60	60	60	60	30	53.33
691	Dragalge 	65	75	90	97	123	44	82.33
692	Clauncher 	50	53	62	58	63	44	55
693	Clawitzer 	71	73	88	120	89	59	83.33
694	Helioptile 	44	38	33	61	43	70	48.17
695	Heliolisk 	62	55	52	109	94	109	80.17
696	Tyrunt 	58	89	77	45	45	48	60.33
697	Tyrantrum 	82	121	119	69	59	71	86.83
698	Amaura 	77	59	50	67	63	46	60.33
699	Aurorus 	123	77	72	99	92	58	86.83
700	Sylveon 	95	65	65	110	130	60	87.5
701	Hawlucha 	78	92	75	74	63	118	83.33
702	Dedenne 	67	58	57	81	67	101	71.83
703	Carbink 	50	50	150	50	150	50	83.33
704	Goomy 	45	50	35	55	75	40	50
705	Sliggoo 	68	75	53	83	113	60	75.33
706	Goodra 	90	100	70	110	150	80	100
707	Klefki 	57	80	91	80	87	75	78.33
708	Phantump 	43	70	48	50	60	38	51.5
709	Trevenant 	85	110	76	65	82	56	79
710	Pumpkaboo	49	66	70	44	55	51	55.83
711	Gourgeist	65	90	122	58	75	84	82.33
712	Bergmite 	55	69	85	32	35	28	50.67
713	Avalugg 	95	117	184	44	46	28	85.67
714	Noibat 	40	30	35	45	40	55	40.83
715	Noivern 	85	70	80	97	80	123	89.17
716	Xerneas 	126	131	95	131	98	99	113.33
717	Yveltal 	126	131	95	131	98	99	113.33
718	Zygarde 	108	100	121	81	95	95	100
